kind,cell,repetition,update_rate_s,op_id,queue_wait_ms,backend_read_call_ms,worker_read_ms,arrival_to_read_done_ms,candidate_count,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms
read,neo4j-native,0,1.0,r0_measured_00446,0.177,12.6044,14.5062,14.6832,679,0.7237,0.6306,0.455
read,neo4j-native,0,1.0,r0_measured_00346,0.1234,18.8519,20.4471,20.5705,679,0.6299,0.5703,0.3099
read,neo4j-native,0,1.0,r0_measured_00437,0.092,16.564,18.3444,18.4364,686,0.6131,0.7689,0.3237
read,neo4j-native,0,1.0,r0_measured_00324,0.07,12.2233,13.967,14.037,674,0.724,0.5358,0.4081
read,neo4j-native,0,1.0,r0_measured_00717,0.1181,21.7256,24.3035,24.4216,562,0.8619,0.9811,0.6182
read,neo4j-native,0,1.0,r0_measured_00672,0.1359,26.75,30.118,30.2539,623,1.4463,1.0354,0.7522
read,neo4j-native,0,1.0,r0_measured_00320,0.1803,32.2009,34.1475,34.3278,669,0.7473,0.726,0.3807
read,neo4j-native,0,1.0,r0_measured_00056,0.2598,27.3069,29.7928,30.0526,506,1.0372,0.7263,0.6171
read,neo4j-native,0,1.0,r0_measured_00288,0.1268,23.5936,26.43,26.5568,413,1.1151,0.7157,0.8528
read,neo4j-native,0,1.0,r0_measured_00215,0.067,12.1811,13.96,14.027,673,0.7323,0.6306,0.3389
read,neo4j-native,0,1.0,r0_measured_00793,0.1762,24.4197,27.4955,27.6717,627,1.1938,1.0386,0.6975
read,neo4j-native,0,1.0,r0_measured_00455,0.1621,18.7255,20.4316,20.5937,417,0.6096,0.3513,0.5262
read,neo4j-native,0,1.0,r0_measured_00121,0.0831,11.2955,12.8962,12.9793,670,0.5575,0.6444,0.3293
read,neo4j-native,0,1.0,r0_measured_00674,0.0706,11.2477,12.806,12.8766,563,0.6327,0.4981,0.3454
read,neo4j-native,0,1.0,r0_measured_00662,0.1204,18.302,20.0801,20.2005,627,0.6648,0.6751,0.3535
